strategy,category,injector,producer,connectivity_probability,threshold_logk,source_artifact,source_artifact_sha256,derived_git_commit
augmentation,fm,INJECT5,PROD1,0.13,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT5,PROD2,0.35,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT5,PROD3,0.08,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT5,PROD4,0.83,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT6,PROD1,0.22,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT6,PROD2,0.31,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT6,PROD3,0.1,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT6,PROD4,0.21,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT7,PROD1,0.07,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT7,PROD2,0.26,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT7,PROD3,0.06,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT7,PROD4,0.18,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT8,PROD1,0.04,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT8,PROD2,0.17,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT8,PROD3,0.01,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,fm,INJECT8,PROD4,0.36,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT1,PROD1,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT1,PROD2,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT1,PROD3,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT1,PROD4,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT2,PROD1,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT2,PROD2,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT2,PROD3,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT2,PROD4,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT3,PROD1,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT3,PROD2,1.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT3,PROD3,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT3,PROD4,1.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT4,PROD1,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT4,PROD2,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT4,PROD3,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT4,PROD4,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT5,PROD1,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT5,PROD2,1.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT5,PROD3,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT5,PROD4,1.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT6,PROD1,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT6,PROD2,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT6,PROD3,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT6,PROD4,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT7,PROD1,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT7,PROD2,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT7,PROD3,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT7,PROD4,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT8,PROD1,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT8,PROD2,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT8,PROD3,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
augmentation,truth,INJECT8,PROD4,0.0,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,5415f66f13b95d42c78f03b79c1e62a987b107ba
